Fecha,Temperatura_C,Sensacion_termica_C,Humedad,Presion_mb,is_day
2024-03-30T15:00:00.000Z,11.0,10.1,94,999.0,1
2024-03-30T16:00:00.000Z,10.9,9.8,94,1000.0,1
2024-03-30T17:00:00.000Z,11.2,10.2,94,1001.0,1
2024-03-30T18:00:00.000Z,12.0,10.8,91,1001.0,1
2024-03-30T19:00:00.000Z,10.2,9.0,91,1002.0,1
2024-03-30T20:00:00.000Z,9.8,8.2,90,1002.0,0
2024-03-30T21:00:00.000Z,9.7,8.1,91,1003.0,0
2024-03-30T22:00:00.000Z,9.7,8.6,91,1003.0,0
2024-03-30T23:00:00.000Z,9.9,9.1,91,1002.0,0
2024-03-31T00:00:00.000Z,9.7,8.1,90,1002.0,0
2024-03-31T01:00:00.000Z,9.7,7.5,95,1001.0,0
2024-03-31T02:00:00.000Z,10.6,7.5,93,1001.0,0
2024-03-31T03:00:00.000Z,10.6,7.4,95,1000.0,0
2024-03-31T04:00:00.000Z,11.1,7.7,94,999.0,0
2024-03-31T05:00:00.000Z,11.0,7.8,94,999.0,0
2024-03-31T06:00:00.000Z,11.2,8.2,95,998.0,0
2024-03-31T07:00:00.000Z,11.9,8.4,95,998.0,0
2024-03-31T08:00:00.000Z,13.9,10.9,93,998.0,1
2024-03-31T09:00:00.000Z,14.1,12.5,84,1000.0,1
2024-03-31T10:00:00.000Z,13.9,12.4,87,1001.0,1
2024-03-31T11:00:00.000Z,13.0,11.5,87,1002.0,1
2024-03-31T12:00:00.000Z,12.3,11.0,86,1004.0,1
2024-03-31T13:00:00.000Z,12.0,10.6,86,1005.0,1
2024-03-31T14:00:00.000Z,12.0,10.6,89,1005.0,1
2024-03-31T15:00:00.000Z,11.7,10.3,89,1006.0,1
2024-03-31T16:00:00.000Z,12.2,10.8,82,1006.0,1
2024-03-31T17:00:00.000Z,13.2,11.7,78,1007.0,1
2024-03-31T18:00:00.000Z,13.3,11.8,78,1007.0,1
2024-03-31T19:00:00.000Z,13.1,11.7,78,1009.0,1
2024-03-31T20:00:00.000Z,12.1,10.6,81,1010.0,0
2024-03-31T21:00:00.000Z,11.4,9.9,82,1011.0,0
2024-03-31T22:00:00.000Z,10.9,9.4,82,1012.0,0
2024-03-31T23:00:00.000Z,10.6,9.4,81,1013.0,0
2024-04-01T00:00:00.000Z,10.6,9.5,82,1012.0,0
2024-04-01T01:00:00.000Z,10.5,9.3,82,1012.0,0
2024-04-01T02:00:00.000Z,10.5,9.2,83,1012.0,0
2024-04-01T03:00:00.000Z,10.6,9.3,83,1013.0,0
2024-04-01T04:00:00.000Z,10.7,9.5,83,1013.0,0
2024-04-01T05:00:00.000Z,10.8,9.6,84,1014.0,0
2024-04-01T06:00:00.000Z,10.7,9.6,84,1015.0,0
2024-04-01T07:00:00.000Z,10.6,9.6,83,1016.0,0
2024-04-01T08:00:00.000Z,11.2,10.5,82,1017.0,0
2024-04-01T09:00:00.000Z,12.9,13.1,75,1017.0,1
2024-04-01T10:00:00.000Z,14.2,14.7,68,1018.0,1
2024-04-01T11:00:00.000Z,15.4,15.4,63,1018.0,1
2024-04-01T12:00:00.000Z,16.1,16.1,62,1018.0,1
2024-04-01T13:00:00.000Z,16.7,16.7,60,1018.0,1
2024-04-01T14:00:00.000Z,17.3,17.3,57,1018.0,1
2024-04-01T15:00:00.000Z,17.9,17.9,55,1018.0,1
2024-04-01T16:00:00.000Z,18.1,18.1,55,1017.0,1
2024-04-01T17:00:00.000Z,17.9,17.9,55,1017.0,1
2024-04-01T18:00:00.000Z,17.4,17.4,59,1018.0,1
2024-04-01T19:00:00.000Z,15.1,15.1,68,1018.0,1
2024-04-01T20:00:00.000Z,12.1,10.6,74,1019.0,1
2024-04-01T21:00:00.000Z,11.4,10.1,75,1020.0,0
2024-04-01T22:00:00.000Z,11.1,10.0,71,1020.0,0
2024-04-01T23:00:00.000Z,11.0,9.9,68,1020.0,0
2024-04-02T00:00:00.000Z,12.3,11.4,68,1021.0,0
2024-04-02T01:00:00.000Z,12.1,11.3,66,1020.0,0
2024-04-02T02:00:00.000Z,11.5,10.5,66,1020.0,0
2024-04-02T03:00:00.000Z,10.8,9.7,66,1020.0,0
2024-04-02T04:00:00.000Z,9.8,8.6,65,1020.0,0
2024-04-02T05:00:00.000Z,9.6,8.5,64,1020.0,0
2024-04-02T06:00:00.000Z,9.5,8.3,64,1020.0,0
2024-04-02T07:00:00.000Z,9.6,8.4,63,1020.0,0
2024-04-02T08:00:00.000Z,12.1,11.5,63,1020.0,0
2024-04-02T09:00:00.000Z,14.7,15.2,58,1020.0,1
2024-04-02T10:00:00.000Z,15.7,15.7,56,1020.0,1
2024-04-02T11:00:00.000Z,16.3,16.3,54,1021.0,1
2024-04-02T12:00:00.000Z,16.9,16.9,52,1020.0,1
2024-04-02T13:00:00.000Z,17.1,17.2,52,1020.0,1
2024-04-02T14:00:00.000Z,16.9,16.9,53,1019.0,1
2024-04-02T15:00:00.000Z,17.0,17.0,53,1019.0,1
2024-04-02T16:00:00.000Z,17.0,17.0,54,1019.0,1
2024-04-02T17:00:00.000Z,16.5,16.5,57,1019.0,1
2024-04-02T18:00:00.000Z,15.3,15.3,65,1019.0,1
2024-04-02T19:00:00.000Z,14.7,14.7,67,1018.0,1
2024-04-02T20:00:00.000Z,13.3,13.2,73,1019.0,1
2024-04-02T21:00:00.000Z,12.7,12.3,75,1020.0,0
2024-04-02T22:00:00.000Z,12.5,12.0,79,1021.0,0
2024-04-02T23:00:00.000Z,13.0,12.7,80,1020.0,0
2024-04-03T00:00:00.000Z,13.7,13.5,78,1020.0,0
2024-04-03T01:00:00.000Z,14.2,13.9,75,1020.0,0
2024-04-03T02:00:00.000Z,14.1,13.8,71,1019.0,0
2024-04-03T03:00:00.000Z,14.0,13.6,69,1019.0,0
2024-04-03T04:00:00.000Z,13.8,13.2,68,1019.0,0
2024-04-03T05:00:00.000Z,13.6,12.9,68,1019.0,0
2024-04-03T06:00:00.000Z,13.5,12.6,69,1019.0,0
2024-04-03T07:00:00.000Z,13.3,12.4,70,1020.0,0
2024-04-03T08:00:00.000Z,14.3,13.7,71,1020.0,0
2024-04-03T09:00:00.000Z,16.5,16.5,68,1021.0,1
2024-04-03T10:00:00.000Z,18.0,18.1,64,1021.0,1
2024-04-03T11:00:00.000Z,19.0,19.0,61,1021.0,1
2024-04-03T12:00:00.000Z,19.4,19.4,58,1021.0,1
2024-04-03T13:00:00.000Z,19.3,19.3,58,1020.0,1
2024-04-03T14:00:00.000Z,19.3,19.3,59,1020.0,1
2024-04-03T15:00:00.000Z,19.5,19.5,58,1019.0,1
2024-04-03T16:00:00.000Z,19.6,19.6,58,1019.0,1
2024-04-03T17:00:00.000Z,19.4,19.4,59,1019.0,1
2024-04-03T18:00:00.000Z,19.0,19.0,61,1019.0,1
2024-04-03T19:00:00.000Z,18.1,18.1,69,1019.0,1
2024-04-03T20:00:00.000Z,16.9,16.9,72,1019.0,1
2024-04-03T21:00:00.000Z,16.7,16.7,73,1020.0,0
2024-04-03T22:00:00.000Z,16.6,16.6,73,1020.0,0
2024-04-03T23:00:00.000Z,16.4,16.4,74,1020.0,0
2024-04-04T00:00:00.000Z,16.0,16.0,78,1021.0,0
2024-04-04T01:00:00.000Z,16.1,16.1,77,1021.0,0
2024-04-04T02:00:00.000Z,15.8,15.8,76,1021.0,0
2024-04-04T03:00:00.000Z,15.8,15.8,75,1020.0,0
2024-04-04T04:00:00.000Z,15.4,15.4,76,1020.0,0
2024-04-04T05:00:00.000Z,15.3,15.3,76,1019.0,0
2024-04-04T06:00:00.000Z,14.9,14.8,76,1020.0,0
2024-04-04T07:00:00.000Z,14.7,14.4,76,1020.0,0
2024-04-04T08:00:00.000Z,15.6,15.6,74,1020.0,0
2024-04-04T09:00:00.000Z,17.4,17.4,67,1020.0,1
2024-04-04T10:00:00.000Z,18.6,18.7,63,1021.0,1
2024-04-04T11:00:00.000Z,19.1,19.1,62,1020.0,1
2024-04-04T12:00:00.000Z,19.1,19.1,63,1020.0,1
2024-04-04T13:00:00.000Z,19.3,19.3,62,1019.0,1
2024-04-04T14:00:00.000Z,19.5,19.5,61,1019.0,1
2024-04-04T15:00:00.000Z,19.6,19.6,60,1019.0,1
2024-04-04T16:00:00.000Z,20.0,20.0,58,1018.0,1
2024-04-04T17:00:00.000Z,19.9,19.9,58,1018.0,1
2024-04-04T18:00:00.000Z,19.3,19.3,59,1018.0,1
2024-04-04T19:00:00.000Z,17.4,17.4,66,1018.0,1
2024-04-04T20:00:00.000Z,15.6,15.6,71,1018.0,1
2024-04-04T21:00:00.000Z,15.1,15.1,72,1019.0,0
2024-04-04T22:00:00.000Z,15.5,15.5,70,1019.0,0
2024-04-04T23:00:00.000Z,15.4,15.4,68,1019.0,0
2024-04-05T00:00:00.000Z,15.6,15.6,67,1019.0,0
2024-04-05T01:00:00.000Z,15.6,15.6,67,1018.0,0
2024-04-05T02:00:00.000Z,15.3,15.3,67,1018.0,0
2024-04-05T03:00:00.000Z,15.0,15.0,68,1017.0,0
2024-04-05T04:00:00.000Z,14.8,14.8,67,1017.0,0
2024-04-05T05:00:00.000Z,15.0,15.0,66,1017.0,0
2024-04-05T06:00:00.000Z,15.0,14.9,65,1017.0,0
2024-04-05T07:00:00.000Z,15.1,15.1,65,1017.0,0
2024-04-05T08:00:00.000Z,15.8,15.9,63,1018.0,1
2024-04-05T09:00:00.000Z,17.6,17.6,60,1018.0,1
2024-04-05T10:00:00.000Z,19.0,19.0,54,1018.0,1
2024-04-05T11:00:00.000Z,19.7,19.7,52,1018.0,1
2024-04-05T12:00:00.000Z,20.1,20.1,51,1018.0,1
2024-04-05T13:00:00.000Z,20.4,20.4,51,1017.0,1
2024-04-05T14:00:00.000Z,20.8,20.8,51,1017.0,1
2024-04-05T15:00:00.000Z,20.9,20.9,51,1016.0,1
2024-04-05T16:00:00.000Z,20.9,20.9,51,1015.0,1
2024-04-05T17:00:00.000Z,20.8,20.8,51,1015.0,1
2024-04-05T18:00:00.000Z,20.4,20.4,53,1015.0,1
2024-04-05T19:00:00.000Z,19.0,19.0,59,1015.0,1
2024-04-05T20:00:00.000Z,17.5,17.5,58,1015.0,1
2024-04-05T21:00:00.000Z,17.7,17.7,55,1015.0,0
2024-04-05T22:00:00.000Z,18.0,18.0,53,1015.0,0
2024-04-05T23:00:00.000Z,17.6,17.6,55,1015.0,0
2024-04-06T00:00:00.000Z,17.6,17.6,53,1016.0,0
2024-04-06T01:00:00.000Z,17.4,17.4,52,1015.0,0
2024-04-06T02:00:00.000Z,17.4,17.4,51,1014.0,0
2024-04-06T03:00:00.000Z,17.3,17.3,50,1014.0,0
2024-04-06T04:00:00.000Z,17.5,17.5,50,1013.0,0
2024-04-06T05:00:00.000Z,17.2,17.3,52,1013.0,0
2024-04-06T06:00:00.000Z,16.9,16.9,53,1013.0,0
2024-04-06T07:00:00.000Z,16.9,16.9,54,1013.0,0
2024-04-06T08:00:00.000Z,17.5,17.5,57,1013.0,1
2024-04-06T09:00:00.000Z,19.0,19.0,58,1013.0,1
2024-04-06T10:00:00.000Z,20.3,20.3,54,1013.0,1
2024-04-06T11:00:00.000Z,21.5,21.5,49,1014.0,1
2024-04-06T12:00:00.000Z,21.8,21.8,48,1014.0,1
2024-04-06T13:00:00.000Z,22.6,24.5,46,1013.0,1
2024-04-06T14:00:00.000Z,23.2,24.6,45,1013.0,1
2024-04-06T15:00:00.000Z,22.5,24.5,47,1012.0,1
2024-04-06T16:00:00.000Z,23.0,24.6,45,1012.0,1
2024-04-06T17:00:00.000Z,22.8,24.6,47,1012.0,1
2024-04-06T18:00:00.000Z,22.1,24.5,53,1011.0,1
2024-04-06T19:00:00.000Z,21.3,21.3,54,1012.0,1
2024-04-06T20:00:00.000Z,20.4,20.4,53,1012.0,1
2024-04-06T21:00:00.000Z,20.1,20.1,53,1013.0,0
2024-04-06T22:00:00.000Z,19.8,19.8,53,1013.0,0
2024-04-06T23:00:00.000Z,19.6,19.6,53,1013.0,0
2024-04-07T00:00:00.000Z,19.0,19.0,55,1013.0,0
2024-04-07T01:00:00.000Z,18.9,18.9,54,1013.0,0
2024-04-07T02:00:00.000Z,18.8,18.8,52,1012.0,0
2024-04-07T03:00:00.000Z,18.6,18.7,52,1012.0,0
2024-04-07T04:00:00.000Z,18.4,18.4,55,1012.0,0
2024-04-07T05:00:00.000Z,18.0,18.0,59,1012.0,0
2024-04-07T06:00:00.000Z,18.0,18.0,62,1013.0,0
2024-04-07T07:00:00.000Z,17.7,17.8,64,1013.0,0
2024-04-07T08:00:00.000Z,18.4,18.4,64,1014.0,1
2024-04-07T09:00:00.000Z,20.0,20.0,59,1014.0,1
2024-04-07T10:00:00.000Z,21.0,21.1,57,1015.0,1
2024-04-07T11:00:00.000Z,20.7,20.7,62,1015.0,1
2024-04-07T12:00:00.000Z,21.2,21.3,62,1015.0,1
2024-04-07T13:00:00.000Z,21.9,21.9,63,1015.0,1
2024-04-07T14:00:00.000Z,22.4,24.7,62,1014.0,1
2024-04-07T15:00:00.000Z,22.9,24.9,61,1014.0,1
2024-04-07T16:00:00.000Z,23.0,24.9,61,1013.0,1
2024-04-07T17:00:00.000Z,22.9,24.9,62,1013.0,1
2024-04-07T18:00:00.000Z,22.6,24.8,64,1013.0,1
2024-04-07T19:00:00.000Z,21.5,21.6,70,1013.0,1
2024-04-07T20:00:00.000Z,19.6,19.7,74,1013.0,1
2024-04-07T21:00:00.000Z,19.0,19.0,77,1014.0,0
2024-04-07T22:00:00.000Z,18.4,18.4,78,1015.0,0
2024-04-07T23:00:00.000Z,17.9,17.9,78,1015.0,0
2024-04-08T00:00:00.000Z,19.1,19.1,79,1013.0,0
2024-04-08T01:00:00.000Z,18.7,18.7,78,1013.0,0
2024-04-08T02:00:00.000Z,18.3,18.3,77,1013.0,0
2024-04-08T03:00:00.000Z,17.7,17.7,75,1013.0,0
2024-04-08T04:00:00.000Z,17.0,17.0,72,1013.0,0
2024-04-08T05:00:00.000Z,16.5,16.5,69,1013.0,0
2024-04-08T06:00:00.000Z,15.9,16.0,68,1013.0,0
2024-04-08T07:00:00.000Z,15.4,15.4,67,1014.0,0
2024-04-08T08:00:00.000Z,15.8,15.8,65,1015.0,1
2024-04-08T09:00:00.000Z,17.8,17.8,55,1015.0,1
2024-04-08T10:00:00.000Z,19.4,19.4,45,1016.0,1
2024-04-08T11:00:00.000Z,20.3,20.3,39,1016.0,1
2024-04-08T12:00:00.000Z,21.0,21.0,37,1016.0,1
2024-04-08T13:00:00.000Z,21.6,21.6,40,1016.0,1
2024-04-08T14:00:00.000Z,22.0,22.0,46,1016.0,1
2024-04-08T15:00:00.000Z,21.9,22.0,50,1016.0,1
2024-04-08T16:00:00.000Z,21.8,21.8,52,1016.0,1
2024-04-08T17:00:00.000Z,21.1,21.1,55,1016.0,1
2024-04-08T18:00:00.000Z,20.2,20.2,60,1016.0,1
2024-04-08T19:00:00.000Z,18.5,18.6,66,1017.0,1
2024-04-08T20:00:00.000Z,17.3,17.3,72,1018.0,1
2024-04-08T21:00:00.000Z,17.3,17.3,74,1019.0,0
2024-04-08T22:00:00.000Z,16.4,16.4,76,1020.0,0
2024-04-08T23:00:00.000Z,16.1,16.1,71,1021.0,0
2024-04-09T00:00:00.000Z,15.4,15.4,69,1021.0,0
2024-04-09T01:00:00.000Z,14.3,13.2,68,1022.0,0
2024-04-09T02:00:00.000Z,13.4,12.2,67,1021.0,0
2024-04-09T03:00:00.000Z,12.9,11.7,66,1021.0,0
2024-04-09T04:00:00.000Z,12.5,11.1,65,1022.0,0
2024-04-09T05:00:00.000Z,12.0,10.5,64,1022.0,0
2024-04-09T06:00:00.000Z,11.6,9.9,65,1023.0,0
2024-04-09T07:00:00.000Z,11.3,9.5,62,1023.0,0
2024-04-09T08:00:00.000Z,12.1,10.7,53,1024.0,1
2024-04-09T09:00:00.000Z,14.9,14.6,37,1024.0,1
2024-04-09T10:00:00.000Z,16.7,16.7,33,1025.0,1
2024-04-09T11:00:00.000Z,18.2,18.2,34,1025.0,1
2024-04-09T12:00:00.000Z,18.7,18.7,39,1025.0,1
2024-04-09T13:00:00.000Z,18.1,18.1,46,1026.0,1
2024-04-09T14:00:00.000Z,17.7,17.7,53,1026.0,1
2024-04-09T15:00:00.000Z,18.1,18.1,58,1026.0,1
2024-04-09T16:00:00.000Z,17.9,17.9,59,1025.0,1
2024-04-09T17:00:00.000Z,17.5,17.5,60,1025.0,1
2024-04-09T18:00:00.000Z,17.1,17.1,61,1025.0,1
2024-04-09T19:00:00.000Z,16.3,16.3,64,1026.0,1
2024-04-09T20:00:00.000Z,14.6,13.7,68,1026.0,1
2024-04-09T21:00:00.000Z,14.0,13.1,69,1027.0,0
2024-04-09T22:00:00.000Z,13.6,12.8,68,1028.0,0
2024-04-09T23:00:00.000Z,13.3,12.6,66,1028.0,0
2024-04-10T00:00:00.000Z,12.6,12.0,63,1028.0,0
2024-04-10T01:00:00.000Z,12.4,11.4,59,1028.0,0
2024-04-10T02:00:00.000Z,11.9,10.7,57,1028.0,0
2024-04-10T03:00:00.000Z,11.5,10.2,55,1028.0,0
2024-04-10T04:00:00.000Z,11.3,10.1,54,1027.0,0
2024-04-10T05:00:00.000Z,11.0,9.4,56,1028.0,0
2024-04-10T06:00:00.000Z,10.7,8.7,59,1028.0,0
2024-04-10T07:00:00.000Z,11.3,9.6,63,1028.0,0
2024-04-10T08:00:00.000Z,13.8,12.7,64,1029.0,1
2024-04-10T09:00:00.000Z,15.7,15.7,60,1028.0,1
2024-04-10T10:00:00.000Z,16.8,16.8,54,1028.0,1
2024-04-10T11:00:00.000Z,17.5,17.5,51,1029.0,1
2024-04-10T12:00:00.000Z,18.1,18.1,49,1029.0,1
2024-04-10T13:00:00.000Z,18.2,18.2,48,1028.0,1
2024-04-10T14:00:00.000Z,18.4,18.4,48,1027.0,1
2024-04-10T15:00:00.000Z,18.5,18.5,47,1026.0,1
2024-04-10T16:00:00.000Z,18.8,18.8,45,1026.0,1
2024-04-10T17:00:00.000Z,18.8,18.8,45,1025.0,1
2024-04-10T18:00:00.000Z,18.4,18.4,47,1025.0,1
2024-04-10T19:00:00.000Z,17.0,17.0,56,1025.0,1
2024-04-10T20:00:00.000Z,15.3,15.3,62,1026.0,1
2024-04-10T21:00:00.000Z,15.1,15.1,63,1026.0,0
2024-04-10T22:00:00.000Z,15.0,15.0,64,1026.0,0
2024-04-10T23:00:00.000Z,14.9,15.0,64,1026.0,0
2024-04-11T00:00:00.000Z,15.1,15.1,59,1026.0,0
2024-04-11T01:00:00.000Z,14.8,15.1,59,1026.0,0
2024-04-11T02:00:00.000Z,14.6,14.5,57,1025.0,0
2024-04-11T03:00:00.000Z,14.6,14.2,55,1025.0,0
2024-04-11T04:00:00.000Z,14.6,14.2,54,1025.0,0
2024-04-11T05:00:00.000Z,14.5,14.1,54,1024.0,0
2024-04-11T06:00:00.000Z,14.5,14.0,54,1024.0,0
2024-04-11T07:00:00.000Z,14.6,14.1,54,1024.0,0
2024-04-11T08:00:00.000Z,16.2,16.2,54,1025.0,1
2024-04-11T09:00:00.000Z,18.5,18.5,49,1025.0,1
2024-04-11T10:00:00.000Z,19.7,19.7,46,1026.0,1
2024-04-11T11:00:00.000Z,19.8,19.8,46,1027.0,1
2024-04-11T12:00:00.000Z,19.5,19.5,47,1027.0,1
2024-04-11T13:00:00.000Z,19.3,19.3,50,1027.0,1
2024-04-11T14:00:00.000Z,19.4,19.4,51,1027.0,1
2024-04-11T15:00:00.000Z,19.3,19.3,52,1027.0,1
2024-04-11T16:00:00.000Z,19.0,19.0,53,1027.0,1
2024-04-11T17:00:00.000Z,18.6,18.6,55,1027.0,1
2024-04-11T18:00:00.000Z,17.8,17.8,57,1028.0,1
2024-04-11T19:00:00.000Z,16.8,16.8,61,1028.0,1
2024-04-11T20:00:00.000Z,15.2,15.2,67,1029.0,1
2024-04-11T21:00:00.000Z,14.4,13.4,68,1029.0,0
2024-04-11T22:00:00.000Z,14.4,13.5,66,1030.0,0
2024-04-11T23:00:00.000Z,14.7,13.9,63,1030.0,0
2024-04-12T00:00:00.000Z,14.7,14.0,58,1030.0,0
2024-04-12T01:00:00.000Z,14.8,14.1,60,1030.0,0
2024-04-12T02:00:00.000Z,14.5,13.6,64,1030.0,0
2024-04-12T03:00:00.000Z,14.3,13.3,67,1030.0,0
2024-04-12T04:00:00.000Z,13.8,12.6,69,1030.0,0
2024-04-12T05:00:00.000Z,13.6,12.4,71,1030.0,0
2024-04-12T06:00:00.000Z,13.2,12.1,71,1031.0,0
2024-04-12T07:00:00.000Z,13.2,12.2,70,1031.0,0
2024-04-12T08:00:00.000Z,14.6,14.0,68,1031.0,1
2024-04-12T09:00:00.000Z,16.1,16.1,65,1032.0,1
2024-04-12T10:00:00.000Z,16.7,16.7,65,1032.0,1
2024-04-12T11:00:00.000Z,17.2,17.2,65,1032.0,1
2024-04-12T12:00:00.000Z,17.6,17.6,65,1032.0,1
2024-04-12T13:00:00.000Z,17.7,17.7,63,1032.0,1
2024-04-12T14:00:00.000Z,18.0,18.0,60,1031.0,1
2024-04-12T15:00:00.000Z,18.1,18.1,59,1030.0,1
2024-04-12T16:00:00.000Z,18.0,18.0,59,1030.0,1
2024-04-12T17:00:00.000Z,17.7,17.7,61,1029.0,1
2024-04-12T18:00:00.000Z,17.0,17.0,64,1029.0,1
2024-04-12T19:00:00.000Z,15.7,15.7,69,1029.0,1
2024-04-12T20:00:00.000Z,14.2,13.7,74,1030.0,1
2024-04-12T21:00:00.000Z,13.8,13.2,76,1030.0,0
2024-04-12T22:00:00.000Z,13.8,13.1,75,1031.0,0
2024-04-12T23:00:00.000Z,13.7,13.1,75,1031.0,0
2024-04-13T00:00:00.000Z,13.8,13.4,71,1030.0,0
2024-04-13T01:00:00.000Z,13.7,13.1,70,1030.0,0
2024-04-13T02:00:00.000Z,13.6,12.9,69,1029.0,0
2024-04-13T03:00:00.000Z,13.4,12.6,69,1028.0,0
2024-04-13T04:00:00.000Z,13.0,12.2,69,1028.0,0
2024-04-13T05:00:00.000Z,12.8,11.8,69,1028.0,0
2024-04-13T06:00:00.000Z,12.5,11.6,70,1028.0,0
2024-04-13T07:00:00.000Z,13.2,12.3,70,1028.0,0
2024-04-13T08:00:00.000Z,15.0,15.0,67,1028.0,1
2024-04-13T09:00:00.000Z,16.8,16.8,62,1028.0,1
2024-04-13T10:00:00.000Z,17.8,17.8,59,1028.0,1
2024-04-13T11:00:00.000Z,18.5,18.5,57,1028.0,1
2024-04-13T12:00:00.000Z,18.9,18.9,56,1028.0,1
2024-04-13T13:00:00.000Z,19.1,19.1,56,1028.0,1
2024-04-13T14:00:00.000Z,19.1,19.1,57,1027.0,1
2024-04-13T15:00:00.000Z,19.3,19.3,56,1027.0,1
2024-04-13T16:00:00.000Z,19.3,19.3,56,1026.0,1
2024-04-13T17:00:00.000Z,19.5,19.5,54,1026.0,1
2024-04-13T18:00:00.000Z,19.1,19.1,56,1025.0,1
2024-04-13T19:00:00.000Z,18.2,18.2,60,1025.0,1
2024-04-13T20:00:00.000Z,16.5,16.5,65,1026.0,1
2024-04-13T21:00:00.000Z,15.9,15.9,65,1026.0,0
2024-04-13T22:00:00.000Z,15.8,15.8,63,1027.0,0
2024-04-13T23:00:00.000Z,15.6,15.6,62,1026.0,0
2024-04-14T00:00:00.000Z,15.6,15.6,57,1026.0,0
2024-04-14T01:00:00.000Z,15.4,15.4,58,1026.0,0
2024-04-14T02:00:00.000Z,15.1,15.1,59,1025.0,0
2024-04-14T03:00:00.000Z,15.0,14.4,58,1024.0,0
2024-04-14T04:00:00.000Z,14.9,14.4,58,1024.0,0
2024-04-14T05:00:00.000Z,15.0,14.5,58,1024.0,0
2024-04-14T06:00:00.000Z,15.0,15.0,58,1024.0,0
2024-04-14T07:00:00.000Z,15.0,14.5,59,1024.0,0
2024-04-14T08:00:00.000Z,16.4,16.4,58,1025.0,1
2024-04-14T09:00:00.000Z,18.0,18.0,54,1025.0,1
2024-04-14T10:00:00.000Z,18.8,18.8,53,1025.0,1
2024-04-14T11:00:00.000Z,19.5,19.5,51,1025.0,1
2024-04-14T12:00:00.000Z,19.9,19.9,50,1025.0,1
2024-04-14T13:00:00.000Z,19.9,19.9,51,1025.0,1
2024-04-14T14:00:00.000Z,20.0,20.0,52,1024.0,1
2024-04-14T15:00:00.000Z,20.1,20.1,50,1024.0,1
2024-04-14T16:00:00.000Z,20.4,20.4,49,1023.0,1
2024-04-14T17:00:00.000Z,20.3,20.3,49,1023.0,1
2024-04-14T18:00:00.000Z,19.9,19.9,51,1023.0,1
2024-04-14T19:00:00.000Z,18.9,18.9,56,1023.0,1
2024-04-14T20:00:00.000Z,16.8,16.8,61,1023.0,1
2024-04-14T21:00:00.000Z,16.9,16.9,60,1024.0,0
2024-04-14T22:00:00.000Z,16.7,16.7,58,1024.0,0
2024-04-14T23:00:00.000Z,16.6,16.6,58,1024.0,0
2024-04-15T00:00:00.000Z,16.5,16.5,57,1024.0,0
2024-04-15T01:00:00.000Z,16.5,16.5,56,1024.0,0
2024-04-15T02:00:00.000Z,16.5,16.5,55,1023.0,0
2024-04-15T03:00:00.000Z,16.4,16.4,54,1022.0,0
2024-04-15T04:00:00.000Z,16.3,16.3,54,1022.0,0
2024-04-15T05:00:00.000Z,16.0,16.0,54,1021.0,0
2024-04-15T06:00:00.000Z,16.1,16.1,53,1021.0,0
2024-04-15T07:00:00.000Z,16.3,16.3,53,1021.0,0
2024-04-15T08:00:00.000Z,17.5,17.5,54,1021.0,1
2024-04-15T09:00:00.000Z,19.2,19.2,50,1021.0,1
2024-04-15T10:00:00.000Z,20.3,20.3,46,1021.0,1
2024-04-15T11:00:00.000Z,20.8,20.9,44,1021.0,1
2024-04-15T12:00:00.000Z,21.4,21.4,43,1021.0,1
2024-04-15T13:00:00.000Z,21.8,21.8,44,1020.0,1
2024-04-15T14:00:00.000Z,21.6,21.6,47,1020.0,1
2024-04-15T15:00:00.000Z,21.4,21.4,48,1019.0,1
2024-04-15T16:00:00.000Z,21.7,21.7,47,1019.0,1
2024-04-15T17:00:00.000Z,21.5,21.5,49,1018.0,1
2024-04-15T18:00:00.000Z,21.2,21.2,51,1018.0,1
2024-04-15T19:00:00.000Z,20.5,20.5,56,1018.0,1
2024-04-15T20:00:00.000Z,19.1,19.1,60,1019.0,1
2024-04-15T21:00:00.000Z,19.1,19.1,61,1019.0,0
2024-04-15T22:00:00.000Z,19.0,19.0,62,1019.0,0
2024-04-15T23:00:00.000Z,18.7,18.7,63,1019.0,0
2024-04-16T00:00:00.000Z,19.3,19.3,62,1018.0,0
2024-04-16T01:00:00.000Z,19.3,19.3,62,1018.0,0
2024-04-16T02:00:00.000Z,18.9,18.9,64,1018.0,0
2024-04-16T03:00:00.000Z,18.6,18.6,66,1017.0,0
2024-04-16T04:00:00.000Z,18.2,18.2,69,1017.0,0
2024-04-16T05:00:00.000Z,17.9,17.9,71,1017.0,0
2024-04-16T06:00:00.000Z,18.0,18.0,71,1017.0,0
2024-04-16T07:00:00.000Z,18.3,18.4,71,1017.0,0
2024-04-16T08:00:00.000Z,19.7,19.7,69,1017.0,1
2024-04-16T09:00:00.000Z,21.1,21.1,63,1017.0,1
2024-04-16T10:00:00.000Z,22.3,24.7,59,1017.0,1
2024-04-16T11:00:00.000Z,23.0,24.8,54,1017.0,1
2024-04-16T12:00:00.000Z,23.1,24.8,52,1017.0,1
2024-04-16T13:00:00.000Z,23.0,24.8,52,1016.0,1
2024-04-16T14:00:00.000Z,22.9,24.8,52,1015.0,1
2024-04-16T15:00:00.000Z,23.2,24.9,52,1015.0,1
2024-04-16T16:00:00.000Z,23.6,25.1,51,1014.0,1
